territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Colombia,USER_47ace5c9c4,me hablan solo pa entromparme 🙄,Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_47ace5c9c4,"me arranque el acrílico de mis uñas, no aguantabaaaaa",Cuidado personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_47ace5c9c4,Tengo como mes y medio q no veo mi periodo 🥺😩,Salud personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_47ace5c9c4,Ya no quiero saber nada de parciales,Estudios,EDU,Educación y formación
Colombia,USER_47ace5c9c4,Me da risa porque {{PERSON}} y yo nos tratamos de cuenta verga y después nos andamos tratanto bonito jajajajajajajaja,Amistad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_47ace5c9c4,"Y bueno... Una vez más empezando de 0, esperar que el tiempo ""cure"" las ""heridas"" y seguir con la vida, como el malparido de duque CARITA FELIZ.",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_47ace5c9c4,"Todo esto tiene un propósito, un por qué y un para qué, las cosas de Dios son infinitamente perfectas y yo sé que esto algún día se va acabar, porque como bien se sabe nada dura para siempre, ten paciencia, sé obediente que  Dios ya casi termina su labor. Quédate en casa.",Religión/reflexión,OTROS,Otros temas o contenido ambiguo
Colombia,USER_47ace5c9c4,{{PERSON}} {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_47ace5c9c4,Así lit me la paso en el itsasjsjsjsj {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_47ace5c9c4,Ya contagie a mi mamá de #Enfermeras  jajajsjsjsjs,Cine y series,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_47ace5c9c4,Yo en clases.,Vida académica,EDU,Educación y formación
Colombia,USER_47ace5c9c4,A veces hay que aceptar que no es cuando nosotros queramos si no cuando {{PERSON}} quiera.,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_47ace5c9c4,Me vieron la cara de caliente apuesss,Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_47ace5c9c4,🥴,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_47ace5c9c4,"Mi bebé lor está muy linda, la extrañoooo😩",Mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_47ace5c9c4,"Guarda ahí en tu corazón solo lo bueno, no te intoxiques con recuerdos tristes ni resentimientos, recuerda que el tiempo pasa y las penas se olvidan.",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_7bdd7a3236,Quién despierto pa mostrarle algo?😳,Búsqueda de interacción,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,Por fin un line up sin Indira Paganotto,Música y eventos,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_7bdd7a3236,{{PERSON}} 47 días del año y no he dado ni un besito 😔,Afecto y romance,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,{{LOCATION}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_7bdd7a3236,"Qué aburrimiento, quién despierto pa mostrarle algo?",Búsqueda de interacción,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,JAJAJAJAKALDLDLSKSKSKSKSKSJDJSJSJAJAJAJAJSKDKDKSJSWJWJQ,Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_7bdd7a3236,"otra navidad sin pareja, con esta van todas las navidades",Soledad y relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,{{PERSON}} por lo que queda de diciembre!!,Interacción social general,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,"{{LOCATION}} y ya, cansones",Queja general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_7bdd7a3236,Si fui una vez 😔,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_7bdd7a3236,JASHKAKSKSJSJSJAJA,Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_7bdd7a3236,😭,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_7bdd7a3236,JAJSJSJAJAJSJS 😭😭😭,Humor y emoción,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_7bdd7a3236,A quién arruncho hoy ps?,Búsqueda de afecto,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,Su papá que pidió matrimonio en sensor,Relaciones amorosas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,"La única persona que me causó interés amoroso después de mucho tiempo, es la misma que me hizo entender por qué estaba mejor sin relacionarme con alguien",Reflexión sobre relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,Dónde hay de esos? Xd,Búsqueda/curiosidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_7bdd7a3236,"Tengo casa sola, quién me hace el favor de hacerme el almuerzo? 🙏🏻",Petición de ayuda,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_7bdd7a3236,De hombre 🙌🏼,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_7bdd7a3236,Quien despierto pa mostrarle el {{PERSON}}?,Búsqueda de interacción,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,Campaña de {{PERSON}} : EN MENORIA KAREN LORENA VANEGAS {{URL}},Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_2413bf3812,"Nunca puedo estar tranquila, siempre una cosa tras de otra y cada vez peor y más estando tan lejos vida perra a lo bien.",Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Ustedes como novias dejarían a su pareja sola y la apartarían de todos los espacios sociales? Solo pa saber si no más me pasa a mi we:p,Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,A ustedes también los hacen ir a una tienda seguido solo para coquetar con la cajera? Así estoy{{PERSON}},Interacción social,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,O tengo un corazón muy noble o soy una re marica jajaj,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,"Pero bueno, me siento bien  y tranquila. Hace tiempo quería salir de ahí.",Alivio personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Ahora si que mi vida va a dar el cambio extremo parce,Cambio de vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Las personas más leales que he tenido en mi vida. Las amo mucho🥰🥰,Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"Pues para alguien que no entiende la depresión y su magnitud, no puede opinar ni saber llevar una situación de caos.",Falta de entendimiento,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"Tú y yo bebé, haciendo de todo
Tú estás pa andar con este gato, no con ese pirobo",Romance,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"Lo único que me parte el corazón es mi sobrina cuando me dice ""Tía ya voy por ti"" o ""Tía extraño que me arrunches"":'(. Si supiera cuanta falta me hace esa chiquita.",Nostalgia familiar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,Parce me desespera que a las personas les valga verga llegar tarde a cualquier lado,Queja social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_2413bf3812,Estoy tan cansada de dar con personas tan malparidas que no valoran ni chimba,Decepción con personas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"{{LOCATION}} en cada esquina y no he podido comprar ni un gramo, que tristeza.",Frustración por carencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Nadie se imagina lo mucho que extraño a mi mamá.,Nostalgia familiar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"Por mi vida han pasado personas tan maravillosas parce, que si se siente un poquito de tristeza el hecho de haberlas perdido.",Reflexión sobre pérdidas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Estoy tan cansada mk las personas no valoran nada,Decepción con personas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,Need amigas gsus:(.,Deseo de amistad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,Jaja mk soy tan sensible que gonojana,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_2413bf3812,Cansada de dar con personas tan mierdas parce a lo bien,Decepción con personas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_2413bf3812,"Las ganas de contarle absolutamente todo lo que me pasa me invaden, pero ver esa falta de interés me desmotivan tanto..",Desmotivación por falta de interés,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Que será de la vida de mis amigos los que me alcoholizaban por todo?,Nostalgia social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_77e0234d9a,Tenía ganas de un boliranolaso 😔😂,Deseo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Me traes loco bebé.,Amor/atracción,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Los mismos en las mismas.,Observación cíclica,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Me tiene dando vueltas.,Confusión/influencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,De esta me recupero. 😔,Resiliencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Mi amigo se fue y me dejo este diciembre solo 😔,Soledad social,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Pero ni una buena cogida te dará....,Comentario sexual,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Ojalá tu noviecito te pudiera dar todo lo que yo te daría.,Rivalidad romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,"Quiero que llegue rápido el sábado no para salir , si no para verte... ✨",Anticipación romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Tengo una gripa la hijueputa 🤦🏻‍♂️,Malestar físico,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_77e0234d9a,No les pasa que conocen a alguien y se olvidan de todo 😍,Enamoramiento inicial,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,La que te lo hace con amor y te demuestra amor esa es.,Reflexión amorosa,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,"Yo esperando un: también te amo, volvamos pero no 🤷🏻‍♂️.",Desamor/reconciliación fallida,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Me traes loco bebé.,Amor/atracción,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_77e0234d9a,Se me sale el corazón por la boca 💔😭.,Emoción intensa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Me estoy muriendo 😭.,Dramatismo emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Ya llevo como 2 semanas celebrando mis cumpleaños 😂😂,Celebración personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,He sanado ❤️,Recuperación emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,Lo más lindo volvió a mi vida.,Retorno positivo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_77e0234d9a,POR FIN !! Todo vuelve a su lugar.,Resolución/alivio,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,"RT {{USER_MENTION}}: Tan linda la campaña de {{PERSON}}, sus marchas, su gente, maquillada, vestida de frailejones, resistentes, hinchadas,…",Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_16b7534d4c,bueno cuando empieza el desafío?,Televisión,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_16b7534d4c,tan cambiado que está el {{LOCATION}},Observación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,"Yo solo quiero que me consientan, que me hablen hermoso y que me traten como princesita todos los días",Relaciones interpersonales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_16b7534d4c,"Si me van a hacer love bombing que sea con detalles y regalos, eso así a secas qué",Relaciones amorosas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_16b7534d4c,su mamá que compro boletas para ver a feid el 7 de diciembre,Música en vivo,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_16b7534d4c,se distraen y feid revive a {{PERSON}} morales pa sacarlo de invitado,Música y entretenimiento,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_16b7534d4c,entonces la única que no fue invitada por {{PERSON}} yo,Exclusión social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_16b7534d4c,ojalá que los que se quedaron hasta hoy en {{LOCATION}} y se devuelven en carro les toque un trancon de 5 horas 😍,Deseos negativos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,de verdad nunca pensé sentir tanto dolor en el corazón como hoy,Tristeza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,voy a tener pesadillas con esta puta mierda {{URL}},Reacción negativa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,estoy mamada de confiar en 11 hijueputas que no hacen nada,Frustración,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,nunca en la vida voy a volver a abrirle las puertas de mi casa ni de mi familia para que luego me fallen como si nada,Decepción,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,como que me desperté y lo de {{PERSON}} no era solo una pesadilla? soy este {{URL}},Duelo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,mi yo de 13 años se rehúsa a creer que ya no estaaa,Duelo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,me niego a creer que esta mierda es verdad no no no,Duelo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,como lo subió niall / como lo vi yo {{URL}},Fandom,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_16b7534d4c,HOY VEO AL MISMÍSIMO NIALL HORAN EN VIVO Y TODO PARECE IRREAL,Música en vivo,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_16b7534d4c,hablé de mis sentimientos y me sentí así {{URL}},Expresión emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,quien pidió esta señal,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_16b7534d4c,"hay que alejarse de las personas que saben que tienen la culpa, que cuentan una versión totalmente diferente de la historia para siempre quedar como víctimas, sentirse bien consigo mismas y no aceptar que son un asco.",Crítica de comportamiento,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_637bed9efc,Las lagrimas caen solas #7YearsOfOneDirection,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,Niall ni Harry incluyeron a {{LOCATION}} en sus tours 💔,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,#Orgullo{{NUMBER}},Lgbtq+,POL,"Política, instituciones y actualidad pública"
Colombia,USER_637bed9efc,ME QUEDAN DOS DIAS Y MEDIO PARA QUE SE ME ACABEN LAS VACACIONES 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Fin de vacaciones,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_637bed9efc,"En dos dias cumple nuestro Harry :( 

SMILE FOR HARRY",Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,"Esta mujer es hermosa, u merece ganar #{{LOCATION}}",Concurso,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,Llevo 5 años esperando a que los chicos me sigan. Y creo que voy a esperar {{NUMBER}} años mas 😭,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,"{{USER_MENTION}} feliz cumpleaños, dios te bendiga, que cumplas muchos años mas, que todos tus sueños y metas se puedan hacer realidad ♥♥",Felicitación,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_637bed9efc,{{PERSON}} chimva que {{PERSON}},Opinión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_637bed9efc,{{LOCATION}} se va a comvertir en una mierda #LaEraTrump,Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_637bed9efc,Me cree un instagram nuevo. {{PERSON}} y nos seguimos #instagram #followme #followback,Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Colombia,USER_637bed9efc,Mañana es mi cumpleaños 😢 odio cumplir años 😠,Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_637bed9efc,"{{USER_MENTION}} papasito hoy me hiciste el dia, con el pico que me diste, muchisimas gracias, me encantas un monton",Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_637bed9efc,docientos veinte  #MTVStarsNiallHoran,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,{{PERSON}}MTVStarsNiallHoran,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,ciento noventa  #MTVStarsNiallHoran,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,ciento ochenta  #MTVStarsNiallHoran,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,noventa #MTVStarsNiallHoran,Fandom musical,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,"""NO QUIERE ENAMORARSE, DICE QUE SE QUEDA SOLA, QUE HA PASADO MUCHO MAL DE AMORES, EN SU VIDA NADIE LA CONTROLA""

ESTA ES MI CANCIOOOOONN ♥",Música,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_637bed9efc,"LAS COLOMBIANAS SOMOS UNAS MAMASITAS, NADIE LO NIEGA #SiSiColombia #ChaoPapaColPaLaFinal",Deportes,DEP,Deporte y competición
Colombia,USER_637bed9efc,QUE EMOCION VER A LA SELECCION #SiSiColombia #ChaoPapaColPaLaFinal,Deportes,DEP,Deporte y competición
Colombia,USER_0d090a2c27,Que vaina tener que pasar por esto.,Malestar personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Solo {{PERSON}} sabe lo que me pasaría...,Incertidumbre personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,El corazón y la mente me dicen cosas muy diferentes...,Conflicto interno,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Ojalá llegarán pronto mis cumpleaños {{PERSON}}.,Anticipación de cumpleaños,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,"Esta de cumpleaños el tocayo más lindo,disculpe tocaya jajaja😍  {{USER_MENTION}}",Felicitación de cumpleaños,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,Que vaina seguir pensando en lo que ha llegado a suceder...,Reflexión sobre el pasado,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Adopté ese animalito y mi deber ahora es darle mucho cariño💘.,Adopción de mascota,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,{{LOCATION}} que tienen novia y les siguen cayendo al man pbs.,Crítica de comportamiento,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,Que no veo las hora en la cual pueda verte así sea por un momento...,Anhelo de encuentro,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,Su movimiento impresiona...,Admiración,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,{{LOCATION}} a mi lado es mi necesidad j.,Deseo de compañía,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,Se me hace difícil creer que esto fue solo una aventura.,Reflexión sobre relación,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,La noches que pasamos ya las quiero revivir.,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Cada momento que se presente reviven las cosas....,Reactivación de recuerdos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Solo espero encontrar esas zapatillas😍.,Búsqueda de un objeto,CONSUMO,"Consumo, tecnología y compras"
Colombia,USER_0d090a2c27,"¡Revivieron los recuerdos,revivió todo!",Resurgimiento de recuerdos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Jc💘.,Expresión de cariño,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,Que vaina con esa {{LOCATION}}😷.,Molestia con situación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0d090a2c27,Quiero un nuevo celular😞😭.,Deseo de objeto tecnológico,CONSUMO,"Consumo, tecnología y compras"
Colombia,USER_0d090a2c27,Te elijó una y mil veces flaco.,Declaración de amor,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0d090a2c27,"Lo entrego todo por ti,todito todo por ti y tengo a Dios como testigo de este amor j.",Compromiso romántico,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Volver a Twitter porque me vuelven mierda es lo mío.,Comportamiento en redes,MEDIOS,"Medios, redes sociales y comunicación digital"
Colombia,USER_42d2ab315f,Todo lo que he esperado y como lo he estado esperando me lo están dando y me siento muy chimba.,Satisfacción personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_42d2ab315f,Adivinen amix...,Interacción social,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Queme mi mes de {{PERSON}} en {{LOCATION}} :(,Experiencia negativa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_42d2ab315f,"Me dura más un ""no vuelvo a tomar"" que una relación.",Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_42d2ab315f,"{{PERSON}} no, quiero que estén al 100 para mi, no soporto menos :(",Expectativas en relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,{{PERSON}} mientras se pueda...,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_42d2ab315f,"Me siento culpable cuando en las mañanas me como dos panes, en las tardes cuando repito almuerzo y en las noches cuando no me lo ceno a usted mi amor :(",Añoranza romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Ser mi novio implica saber que me voy con mis amix tres días seguidos a beber.,Expectativas en relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Arreglarme y maquillarme para hacer aseo es mi pasión.,Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_42d2ab315f,Yo apareciendo en la vida de los demás después de ver mi serie como si nada.,Ocio y entretenimiento,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_42d2ab315f,Ya quiero llegar a ese plancito de reunirme con mi love en nuestro apartamentico a tomarnos unos guaros.,Planes románticos,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,"Algunas palabras ñeras son muy chimbas; como chimba, o sea que chimba.",Lenguaje y jerga,OTROS,Otros temas o contenido ambiguo
Colombia,USER_42d2ab315f,No consigo un Fav y ahora si voy a conseguir polvo.,Sexualidad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Lo único chimba que me dejo fueron las farras tan ásperas que me metía en su honor.,Ruptura amorosa,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Te pedí que por favor no te fueras y aún así no te quedaste conmigo.,Ruptura amorosa,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Me sentía chimba otra vez. {{URL}},Sentimiento positivo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_42d2ab315f,"Si a uno le interesa un man,   ¿{{LOCATION}} de ahí soldado? O ¿Con honor hasta el final?.",Dilemas románticos,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Ver fotos de glamping le da ganas a uno de tener un amorcito para ese plan tan hermoso y que le de a uno a lo malditasea :(,Añoranza romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_42d2ab315f,Como me siento cuando en los parciales me va bien en las preguntas más hijueputas y fallo en unas maricadas: {{PERSON}},Rendimiento académico,EDU,Educación y formación
Colombia,USER_42d2ab315f,Cuando digo que voy a ir caminando a algún lado es porque me gusta caminar y veo innecesario otro medio de transporte.,Hábito personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_1127334bac,"Los manes con novia tienen una tendencia MUY marcada a querer ser infieles después de ya tener a su ""inalcanzable"". Qué perecita.",Crítica de infidelidad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,"No importa lo que pase, ahora solo me encuentro enfocada en mi crecimiento personal 🫶🏽",Crecimiento personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_1127334bac,Mi novio no lo sabe pero me acaba de cumplir 2 anhelos que tenía hace muchísimo tiempo. Lo amo tanto ❤️,Felicidad en pareja,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,{{PERSON}} capturas de pantalla que delatan hasta al más mentiroso ❤️,Mentiras y engaños,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,Lo único bueno es que dejaré de ser una marrana.,Control de peso,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_1127334bac,Andar con un man narcisista es una vaina muy densa. {{LOCATION}} buscan que uno se sienta minúsculo pero manipulan la situación lo suficiente para después actuar como los salvadores y que una piense que ellos serán los únicos que lo van a querer a uno.,Crítica de narcisismo,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,"Yo pensaba que los manes serios y mal mirados eran más selectivos pero no, lo único que son es morrongos.",Crítica de hombres,POL,"Política, instituciones y actualidad pública"
Colombia,USER_1127334bac,"No entiendo cómo hijueputas hay gente que teniendo la posibilidad de bañarse todos los putos días, no lo hacen hasta por semanas y huelen a mierda.",Higiene personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_1127334bac,"Los manes siempre se tragan de mi libertad, mi forma de ser... Pero cuando se dan cuenta que tan libre soy, se asustan y empiezan a cohibir. Luego se pierde el encanto porque ya no soy igual, lo empiezan a buscar en otra y asiiiii sucesivamente. Qué cansancio eso.",Problemas de relación,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,"Será que tengo un hpta letrero en la frente que dice ""useme a su antojo"" 🤔",Sentimiento de uso,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,Merezco un amor bonito.,Deseo de amor,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,Soy buena gente pero si quieres vamos por la mala,Carácter fuerte,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_1127334bac,Jajajajajjajajaja qué gonorrea,Humor,HUMOR,"Humor, memes y contenido lúdico"
