territorio,usuario,tweet
Argentina,USER_7df976ca3e,Soy la loca de la more y nada mas te amo cachufleta sos todo {{LOCATION}} vamos por muchito mas aguitos
Argentina,USER_4f8c5e6161,Como me gusta gastar plata {{PERSON}}
Argentina,USER_4f8c5e6161,Las videollamadas con mis amigas son todo lo que necesito para empezar el día bien ❤️‍🩹
Argentina,USER_4f8c5e6161,Vinieron dos cordobeses a la cafetería y me alegraron el día con lo amable y la conversación que tuvimos❤️❤️❤️ gracias ❤️❤️❤️
Argentina,USER_4f8c5e6161,Yo sé que estoy mal del hígado pero igual me voy a comer ese chocolate. El que tenga miedo a morir que no nazca dicen
Argentina,USER_4f8c5e6161,15 días 🫣🫣🫣🫣
Argentina,USER_4f8c5e6161,Que adiccion de mierda las nueces lpm no puedo parar de comerlas 🫡
Argentina,USER_4f8c5e6161,Antes de irme tengo que juntarme con mis amigas si o si 🤨
Argentina,USER_4f8c5e6161,Que placer se siente renunciar a un trabajo que te hacía mal psicológicamente ❤️
Argentina,USER_4f8c5e6161,"Después de años soy feliz con mi colchón y sommier, y mi Smart tv 💘 de la mano de mi amorcito obvio🥰"
Argentina,USER_4f8c5e6161,Que semana de mierda e interminable
Argentina,USER_4f8c5e6161,Las extraño pero también me pueden chupar bien un huevo 🤷🏽‍♀️
Argentina,USER_4f8c5e6161,Me explota la cabeza tanto pensar en lo que sería mi vida si hubiera tomado una buena decisión allá por el {{NUMBER}}...
Argentina,USER_4f8c5e6161,"Algún día se me va a dar, lo se 🙌"
Argentina,USER_4f8c5e6161,Fue solo un día pero bueno
Argentina,USER_4f8c5e6161,Esta mujer me hizo feliz❤
Argentina,USER_4f8c5e6161,Soy yo o esta semana está durando mucho?
Argentina,USER_4f8c5e6161,"Veremos el lunes dice, quien dijo que el lunes voy a trabajar? Ta loco"
Argentina,USER_4f8c5e6161,Eso dicen los que lo tienen...
Argentina,USER_4f8c5e6161,Yo cuando me quedo sin espacio en el celu {{PERSON}}
Argentina,USER_4f8c5e6161,Alguien vio Bravas esa serie de YouTube???
Argentina,USER_4f8c5e6161,Termine de ver Juliantina y aunque parezca una pelotudez la llore casi toda jajaja lpm
Argentina,USER_4f8c5e6161,"Fui a {{LOCATION}} y automáticamente extrañe todo, todo💔"
Argentina,USER_77061b99c5,"Dale andá. Y fíjate si encontrás otra persona que te mire con tanto amor, que te perdone algo imperdonable, que haga hasta lo imposible por vos."
Argentina,USER_77061b99c5,Y me chupa un huevo si me haces mal o que lo nuestro no funcione. Yo lo quiero vivir con vos y me voy a bancar todo.
Argentina,USER_77061b99c5,"Gracias por siempre pasar K-pop 😍

#BTSCampeonEnMTVHits"
Argentina,USER_77061b99c5,Parece que para el ser humano hacer daño viene de fábrica; herimos incluso a las personas a las que queremos.
Argentina,USER_77061b99c5,"No importaba el desastre que me generaba, mucho menos el que era, tampoco como pifiaba, ni como me lastimaba, solo quería que no se vaya."
Argentina,USER_77061b99c5,Esto y cansado de sentirme así por personas que en su momento valían todo y que ahora no valen nada . Sólo quiero despegarme de mi pasado .
Argentina,USER_77061b99c5,No todos tenemos la misma capacidad para superar algo.
Argentina,USER_77061b99c5,Ojalá pudiera ser la mierda de persona que son conmigo sin algún sentimiento de culpa.
Argentina,USER_77061b99c5,{{USER_MENTION}} 😍😍😍 {{URL}}
Argentina,USER_77061b99c5,"No entiendo a los que terminan una relación y al día siguiente andan con otra. Yo necesito días, meses y un exorcismo para volver a amar."
Argentina,USER_77061b99c5,{{USER_MENTION}} {{URL}}
Argentina,USER_77061b99c5,"No te quiero como algo temporal, te quiero como algo permanente, que no te vayas, que no me vaya, que nos quedemos."
Argentina,USER_77061b99c5,Como me gustaría ir abrazarte y no soltarte nunca mas.😔
Argentina,USER_77061b99c5,{{PERSON}} (In Studio) {{URL}} vía {{USER_MENTION}} {{USER_MENTION}}
Argentina,USER_77061b99c5,"Enamorate de alguien que vuelva a ti después de las peleas, y no de alguien que el orgullo lo domine.😌✌"
Argentina,USER_77061b99c5,Nada vuelve a ser igual dos veces.👌
Argentina,USER_77061b99c5,"Ella te va a decir que esta bien que todo ha pasado y que no te preocupes pero campeón, la mataste por dentro.💔😔"
Argentina,USER_77061b99c5,MI VIDA VESTIDO DE NIÑA.!♡ - Michaeel Boons {{URL}} vía {{USER_MENTION}} AMO LOS VIDEOS DE {{USER_MENTION}} 😍🙈
Argentina,USER_77061b99c5,Ella era lo mas hermosa y siempre creyó que era fea.
Argentina,USER_77061b99c5,"Una novia como {{PERSON}}😏🙊🙈😍👈
{{USER_MENTION}}"
Argentina,USER_77061b99c5,Seduceme Mujer 😍
Argentina,USER_77061b99c5,Me encanta tu manera de ser y como me miras 🙈😍👈
Argentina,USER_6affd7f8a0,Por fin puedo decir que estoy bien...
Argentina,USER_6affd7f8a0,Que lindo sería estar con el 😍
Argentina,USER_6affd7f8a0,¿conoces esa sensación cuando realmente se puede sentir el dolor en el pecho al escuchar o ver algo que rompe tu corazón?
Argentina,USER_6affd7f8a0,Es increíble cómo alguien de la nada pasa a convertirse en todo.
Argentina,USER_6affd7f8a0,"No somos personas frías por falta de sentimientos, sino por abundancia de decepciones."
Argentina,USER_6affd7f8a0,La gente buena sufre hasta que se vuelve mala.
Argentina,USER_6affd7f8a0,"El silencio otorga, la sonrisa confirma y la mirada habla."
Argentina,USER_6affd7f8a0,Buen dia
Argentina,USER_6affd7f8a0,Duele extrañarte
Argentina,USER_6affd7f8a0,Quien quiere estar en un grupo de wasap manden msj +{{NUMBER}}
Argentina,USER_6affd7f8a0,Quien quiere estar manden wasap y l{{USER_MENTION}} agrego +{{NUMBER}} {{URL}}
Argentina,USER_6affd7f8a0,Buen dia :):
Argentina,USER_6affd7f8a0,{{PERSON}} me iluciono :(
Argentina,USER_4b3a1c7e3b,Sean responsables de todo lo que hacen y dicen. {{LOCATION}} las putas consecuencias de todo.
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_4b3a1c7e3b,Como todos {{URL}}
Argentina,USER_4b3a1c7e3b,Situaciones que trato de disimular pero que me hacen mierda.
Argentina,USER_4b3a1c7e3b,No quiero comer nunca más en mi puta vida
Argentina,USER_4b3a1c7e3b,No saben lo HORRIBLE que es estar desconforme con vos (en todo sentido) no se lo deseo ni a peor enemigo
Argentina,USER_4b3a1c7e3b,No hay nada más feo que sentir que la vida está en contra tuyo. No hay nada más feo que vivir sintiéndote sola por más que vivas rodeada de gente.
Argentina,USER_4b3a1c7e3b,Pequeña clase de psicología. {{URL}}
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_4b3a1c7e3b,"Perdón mamá, perdón papá. No soy como ustedes quieren que sea. Soy como yo quiero ser."
Argentina,USER_4b3a1c7e3b,¿Eres feliz? {{URL}}
Argentina,USER_4b3a1c7e3b,lo quiero con ese cuerpo {{URL}}
Argentina,USER_4b3a1c7e3b,Cuídame cuídame que yo no sé.
Argentina,USER_4b3a1c7e3b,Siempre algo tiene que pasar para hacerme sentir mal.
Argentina,USER_4b3a1c7e3b,Todas las personas que ves están luchando una batalla. Se amable siempre.
Argentina,USER_4b3a1c7e3b,{{URL}}
Argentina,USER_e6b649ffb9,Para vos rocio
Argentina,USER_e6b649ffb9,"{{LOCATION}}, antes de las 5 termina la joda del 24"
Argentina,USER_e6b649ffb9,Estas hecha pa' miiiiiii
Argentina,USER_e6b649ffb9,"Unos palitos, pero seguro despues me manda pidiendo perdon de madrugada 😂"
Argentina,USER_e6b649ffb9,Para que voy a hacer mi descarga no? Si el vago siempre tiene la culpa de todo
Argentina,USER_e6b649ffb9,{{USER_MENTION}} saca esa toyota vamos pa morri
Argentina,USER_e6b649ffb9,Me voy a pegar un baño y voy a esperar que {{PERSON}} asi le saco esa verga de auto que tiene 😂😂
Argentina,USER_e6b649ffb9,Ustedes sabes que papi me hizo llevar una caja con cosas en bici Y EL ANDANDO EN CAMIONETA jajaja este loco me odia
Argentina,USER_e6b649ffb9,"Me invito a caminar papi, entre a cambiarme y no estaba mas cuando {{PERSON}} hasta papi me judea"
Argentina,USER_e6b649ffb9,La peco recien levantada
Argentina,USER_e6b649ffb9,"{{LOCATION}} y valoren a las personas que quieren, ni se imaginan el dolor que dejan cuando se van."
Argentina,USER_e6b649ffb9,Sabes que me chupe anoche
Argentina,USER_e6b649ffb9,Gano la bandaaaa chicas
Argentina,USER_e6b649ffb9,No me va a dar bola nunca pero yo la amo. {{LOCATION}} gomeeeee
Argentina,USER_e6b649ffb9,Llueve y les pica la que te dijeeeeee
Argentina,USER_e6b649ffb9,{{NUMBER}} que año dificil no? Se perdieron muchas cosas
Argentina,USER_e6b649ffb9,"No me contesta, ojala no le venga"
Argentina,USER_e6b649ffb9,Les gusta la joda
Argentina,USER_e6b649ffb9,Su chupa
Argentina,USER_e6b649ffb9,Y si te llama roman?
Argentina,USER_e6b649ffb9,Si no te gustan las verduras andate al hotel ya jaja
Argentina,USER_e6b649ffb9,No tengo pileta pero a vos te pileteo igual. {{LOCATION}}
Argentina,USER_7d3b7417be,Tuve un día re violento. Giane cuando veas mis uñas mañana no rompas las bolas
Argentina,USER_7d3b7417be,Tengo un problemita  con querer comprar zapatillas 24/7
Argentina,USER_7d3b7417be,{{PERSON}} estoy para esta
Argentina,USER_7d3b7417be,A mucha gente le falta entender un poco sobre responsabilidad afectiva. Que cabezas de termo
Argentina,USER_7d3b7417be,Que paja cuando te das cuenta que tomaste las decisiones como el culo
Argentina,USER_7d3b7417be,"No estoy llorando, solo se me entró un mis amigas todas con sus novios en los ojos 🫠"
Argentina,USER_7d3b7417be,Ese momento feliz donde abro un chocolate y le pongo play a la serie…
Argentina,USER_7d3b7417be,Si totalmente
Argentina,USER_7d3b7417be,Real que estoy hablando 24/7 y nunca se termina el tema de conversación. {{PERSON}} todos tengan una Aylu 🥲❤️
Argentina,USER_7d3b7417be,Como te explico????
Argentina,USER_7d3b7417be,Lo más lindo que van a ver
Argentina,USER_7d3b7417be,Que quilombo es la vida no?
Argentina,USER_7d3b7417be,Quizás hoy tuve uno de esos días donde se es muy feliz🤍
Argentina,USER_7d3b7417be,"No se olviden, dormir todo lo soluciona."
Argentina,USER_7d3b7417be,"Naaaaa, dame un beso😍😍😍"
Argentina,USER_7d3b7417be,"Yo curando vuelva a {{LOCATION}}: (todo junto si) 
Picada
Asado
Hamburguesa
Bizcochitos
Alfajores
Sanguchitos de miga"
Argentina,USER_7d3b7417be,"Como no volver a creer en el amor si {{PERSON}} lo hizo otra vez, diosssss"
Argentina,USER_7d3b7417be,Un mes del mejor día de mi vida. {{URL}}
Argentina,USER_7d3b7417be,#NuevaFotoDePerfil {{URL}}
Argentina,USER_7d3b7417be,"Me voy a dormir temprano, porque no puede ser que todas las noches estén ideales para la caipiriña y la vueltita🫣"
Argentina,USER_7d3b7417be,Perdón pero yo sigo re gd con los videos de la selección 🥹
Argentina,USER_7d3b7417be,Miren a diossssssss
Argentina,USER_0b2ad25e79,#NuevaFotoDePerfil {{URL}}
Argentina,USER_0b2ad25e79,"""gracias por todas las cosas que nos diste antes de meterte en todas esas porquerias {{PERSON}}"""
Argentina,USER_0b2ad25e79,lo mejor es cuando pelean entre ellos pensando q ya tomaron {{PERSON}} {{URL}}
Argentina,USER_0b2ad25e79,¿¿¿¿¿¿¿:DDDDDDDDDDD???????? {{URL}}
Argentina,USER_0b2ad25e79,bueno a ver si algun dia me despierto y me sale algo bien
Argentina,USER_0b2ad25e79,👇🏻👇🏻 abran los ojos gente!!! {{URL}}
Argentina,USER_0b2ad25e79,"pensabamos que no ibamos a poder guiar con chicos pequeños, pero juntos es todo mas facil❤️"
Argentina,USER_0b2ad25e79,{{URL}}
Argentina,USER_0b2ad25e79,"que dolor de garganta, no quiero enfermarme {{PERSON}}"
Argentina,USER_0b2ad25e79,"que lindo saber que aun queda gente buena, un genio! {{URL}}"
Argentina,USER_0b2ad25e79,nos quedamo en la cama sin {{LOCATION}}
Argentina,USER_0b2ad25e79,me fui a bañar y cuando volvi mi hermano habia hecho esto...... {{URL}}
Argentina,USER_0b2ad25e79,pobre papi me da re lastima boludo
Argentina,USER_0b2ad25e79,algun dia voy a dormirme y despertarme como una persona normal?
Argentina,USER_0b2ad25e79,la historia se repite {{URL}}
Argentina,USER_0b2ad25e79,"un miedo de salir de la escuela y no ver mi moto, chorros de mierda"
Argentina,USER_0b2ad25e79,mi moto recien lavada😍
Argentina,USER_0b2ad25e79,"{{PERSON}}, que lindas amigas tengo♥"
Argentina,USER_0b2ad25e79,el fortnite  no es para mi
Argentina,USER_0b2ad25e79,que hermoso es el mar
Argentina,USER_0b2ad25e79,"puse mi contraseña en el lol y a lo ultimo le mande un ""(?"" ¿¿¿:D???"
Argentina,USER_0b2ad25e79,💧 {{URL}}
Argentina,USER_768d5275c1,#NuevaFotoDePerfil {{URL}}
Argentina,USER_768d5275c1,Jajajajajaja {{URL}}
Argentina,USER_768d5275c1,"Me da paja ver a todos así. 
Feliz día para mis amigas wacho❤"
Argentina,USER_768d5275c1,Que feo es extrañar y no poder reclamar.
Argentina,USER_768d5275c1,Exacto. {{URL}}
Argentina,USER_768d5275c1,"Te fuiste de aquí encontraste otra vida, te fuiste de aquí enterraste la {{PERSON}}🎵"
Argentina,USER_768d5275c1,"Y como siempre, para algunos, llega la noche y llegan los recuerdos.."
Argentina,USER_768d5275c1,Hoy vamos a ver el celuuuuu🙌🙌
Argentina,USER_768d5275c1,"Q garrón vivir en frente de la plaza y que no te dejen ir ni siquiera 10m. 
Padres cuidas y los míos. 😒😑"
Argentina,USER_768d5275c1,Que onda con las historias de insta? Que kk
Argentina,USER_768d5275c1,"Y yo sigo aca extrañandote, aunque no te importe.."
Argentina,USER_768d5275c1,#NuevaFotoDePerfil {{URL}}
Argentina,USER_768d5275c1,"{{LOCATION}} como siempre a buscarte en mi mente, porque sé que nunca te voy a poder olvidar."
Argentina,USER_768d5275c1,"Casi que ni miré la película, pero le hice prender la luz a {{PERSON}}"
Argentina,USER_768d5275c1,"Que admiración a esa gente que no extraña y no quiere.. A las que son así, sepan que tienen mi mayor admiración 👌"
Argentina,USER_768d5275c1,Mejor me voy a dormir.
Argentina,USER_768d5275c1,"Le hablaría, pero para que me clave el visto nee"
Argentina,USER_768d5275c1,Alguien me puede explicar de donde mierda saco tanta flojera?.
Argentina,USER_768d5275c1,... {{URL}}
Argentina,USER_768d5275c1,Hoy si que no me duermo.
Argentina,USER_768d5275c1,Estos wachos no vienen maaa
Argentina,USER_bb524b08ad,Este tipo es literalmente lo peor de la sociedad y que tantos imbéciles lo sigan e idolatren es la triste prueba de lo descerebrada que es la gente hoy en día. Parecen putas marionetas. Marionetas retrasadas.
Argentina,USER_bb524b08ad,gracias gloogle fotos por recordarme el día más triste de mi vida muy amable
Argentina,USER_bb524b08ad,"mi viejo, casi 70 años, se clava de desayuno un vaso de coca con dos tostados, goza de una salud envidiable realmente"
Argentina,USER_bb524b08ad,"Espero que todo JxC piense así. Si no, serán 4 añitos más de kirchnerismo"
Argentina,USER_bb524b08ad,"Gente por favor, sepan que mañana si faltan boletas pueden (y deben) salir y decir ""faltan boletas"" así sin indicar de qué partido. No dejen que les quiten el derecho de votar a quien realmente quieren"
Argentina,USER_bb524b08ad,lo que necesito un viaje es en carácter de urgencia
Argentina,USER_bb524b08ad,"Qué peso que tienen las palabras y que marcadas quedan, a veces más que un golpe. Somos lenguaje"
Argentina,USER_bb524b08ad,hermano posta que tengo un problema de adicción severa con el temita de productos para el pelo
Argentina,USER_bb524b08ad,por que es tan fácil para otros y tan complicado para mi? la concha de la lora
Argentina,USER_bb524b08ad,"que asco los tipos pajeros, nada que la baje más"
Argentina,USER_bb524b08ad,imaginate que voy a dejar que me chusmeen desde cuentas falsas...
Argentina,USER_bb524b08ad,el corazón no rima con la realidad.
Argentina,USER_bb524b08ad,necesito PLAYA
Argentina,USER_bb524b08ad,"que manera de lagrimear con ese segundo gol del amorrrrrr, que dúo más hermoso {{PERSON}} 🤍🇦🇷"
Argentina,USER_bb524b08ad,como soy escorpio soy muy buena 😇
Argentina,USER_bb524b08ad,"{{PERSON}}, bolita de 4 patas {{URL}}"
Argentina,USER_bb524b08ad,nivel de tristeza: llorando en el colectivo
Argentina,USER_bb524b08ad,{{PERSON}}
Argentina,USER_bb524b08ad,{{PERSON}} y su rápida forma de partirme el corazón en mil pedazos
Argentina,USER_bb524b08ad,"sos muy rara hija dice mi mamá, no si a quién habré salido, a los más normalitos"
Argentina,USER_bb524b08ad,por {{PERSON}} santo la ansiedad que manejo estoy al borde del brote psicótico con delirio místico
Argentina,USER_517664f8f3,es viernes y nadie quiere hacer nada
Argentina,USER_517664f8f3,como cambian las personas cuando están con {{PERSON}}
Argentina,USER_517664f8f3,me rompo la cabeza pensando y voy a terminar mal enserio
Argentina,USER_517664f8f3,siempre tiene que haber un chupa pija que no tiene otra idea que copiar y bueno {{PERSON}} me queda mejor jaja
Argentina,USER_517664f8f3,{{USER_MENTION}} {{LOCATION}} cuuuuuuimmmmmpleeeee te quiero un poco
Argentina,USER_517664f8f3,{{PERSON}} {{URL}}
Argentina,USER_517664f8f3,estos vienen a bahia y se caen de culo
Argentina,USER_517664f8f3,me exita ver a {{PERSON}} con esta camiseta
Argentina,USER_517664f8f3,una falta de amor tengo jaja
Argentina,USER_517664f8f3,tenía que subirla acá tambien {{URL}}
Argentina,USER_517664f8f3,"Me rodeo de gente de mierda y terminó mal siempre, entender nunca no????"
Argentina,USER_517664f8f3,que onda esa gente que te usa pa no quedarse solosss??
Argentina,USER_517664f8f3,me vestí como el orto pero fue {{URL}}
Argentina,USER_517664f8f3,cuando quiero soy fanta 😝 {{URL}}
Argentina,USER_517664f8f3,ahora es donde más entiendo que ser bueno es al pedo porque igual se van a cagar en vos.
Argentina,USER_517664f8f3,"tengo que volver a ser forro como antes,ser como son conmigo, si total ser bueno es {{PERSON}} porque te agarran de pelotudo."
Argentina,USER_517664f8f3,unas ganas de tomar un vino
Argentina,USER_517664f8f3,que estoy haciendo con mi vida? alguien puede decirme porque ni yo entiendo xq hago estas cosas
Argentina,USER_517664f8f3,"vales muchísimo, porque cuando te rompieron el corazón no buscaste vengarte,solo te quedaste ahí,tratando de entenderlo y superarlo."
Argentina,USER_517664f8f3,"antes de 9, ahora de volante no me va nada mal"
Argentina,USER_517664f8f3,"me canse de que me hagan cualquiera, ojalá algún día les caiga la ficha de lo que hacen xq despues vuelven como si nada hubiera pasado, cansa la gente de mierda que quiere llamar la atención nomas y dice boludeces."
Argentina,USER_517664f8f3,que quieren estos? {{PERSON}} no nos vieron a nosotros en modocaco {{USER_MENTION}} jajaj
Argentina,USER_0ce2542aa4,"Que ramdon los #{{PERSON}}. no conozco nada de los que se lleva premios, jajaja solo a {{LOCATION}}"
Argentina,USER_0ce2542aa4,#nadiedicenada flor blanqueando a {{PERSON}} cuando ya cortaron es todo lo que va a contra mano la rosalia
Argentina,USER_0ce2542aa4,"Chicos, Perdón. Nos vamos a seguir haciendo los giles? {{PERSON}} la libre, la que no quiere poner etiqueta a su relación, de repente alta tóxica ajjaajajajaj #{{LOCATION}}"
Argentina,USER_0ce2542aa4,{{PERSON}} y {{PERSON}} no va más no? #nadiedicenada
Argentina,USER_0ce2542aa4,No confío en alguien que tiene un {{PERSON}} enfrente y lo quiere guardar para después
Argentina,USER_0ce2542aa4,{{PERSON}} bal Es lo más nefasto que hay. Ni entiendo com alguien se lo sigue cojiendo
Argentina,USER_0ce2542aa4,No entiendo en que gasto la plata
Argentina,USER_0ce2542aa4,Estoy muy contenta de cómo estoy terminando el año y {{LOCATION}} para el próximo. Lo que daría por que estés para festejar juntos!!!! Amor mío mi monito
Argentina,USER_0ce2542aa4,Esto es real?😍😍😍
Argentina,USER_0ce2542aa4,{{PERSON}} y sectas. Mi plato favorito
Argentina,USER_0ce2542aa4,Úbicas lo que es no tener con quien hablar? {{PERSON}}
Argentina,USER_0ce2542aa4,Nota mental dejar de decir que si a cosas que NO quiero hacer
Argentina,USER_0ce2542aa4,Por que esta semana corta es tan larga?????
Argentina,USER_0ce2542aa4,{{PERSON}} que onda ese nene que apareció y no decía su nombre y todo indica que se escapó? {{PERSON}} investigar esa  familia
Argentina,USER_0ce2542aa4,Mira la hs que es y mi papá pintando las maderas de mi terraza. {{PERSON}} donde estes lo veas y veas como cambio 🌟 lo disfruto por los dos
Argentina,USER_0ce2542aa4,Amor cielito {{URL}}
Argentina,USER_0ce2542aa4,El que es cariñoso es el pibe con el que salgo hace un año que me confiesa que solo quiere a sus gatos
Argentina,USER_0ce2542aa4,La con
Argentina,USER_0ce2542aa4,Mi primer meta en estos 27 es meta y ponga
Argentina,USER_0ce2542aa4,Donde estes ❤️… ojalá veas esto. Te amo. 🐵
Argentina,USER_0ce2542aa4,"Por qué no suben la voz entera a YouTube la puta madre, la veo todo por pedazos cualquier capítulo cualquier cantante"
Argentina,USER_0ce2542aa4,"Se cayó un edificio en {{LOCATION}}, parece que se cayó acá, todos los testimonios argentinos en la calle jjajajaajaj"
Argentina,USER_cddf372760,Qué era poder dormirse temprano? 🤦🏻‍♀️
Argentina,USER_cddf372760,Hola {{USER_MENTION}} 🐷
Argentina,USER_cddf372760,Compartí aula durante años con este asco de persona. Como él hay muchos lamentablemente
Argentina,USER_cddf372760,"Por un segundo sentí q mi vida ya no tenía sentido hasta q descubrí q hay un gusto de helado q se llama coco split, me quiero casar"
Argentina,USER_cddf372760,"El 161 vino rápido y encima vacío, para completar tiene aire y el colectivero es un bombón, cuando me preguntó hasta donde le dije hasta tu cama ahre"
Argentina,USER_cddf372760,Hace 17º y yo tengo el aire en 18 pq quiero y puedo 😌😝
Argentina,USER_cddf372760,"Lo único q pretendo de este año es estar rodeada de gente q me quiera bien, con el corazón, no a medias ni de la boca para afuera, lo demás es pura gilada😚👋🏼"
Argentina,USER_cddf372760,Vivir sola ——&gt; comer cualquier pelotudes o directamente ni comer por paja
Argentina,USER_cddf372760,{{LOCATION}} 10 km y como recompensa a tanto esfuerzo me clavé un panqueque con un licuado de anana😋🤷🏻‍♀️
Argentina,USER_cddf372760,"Me parece a mí o sexto año reavivó a más de una tontita, ahora todas {{PERSON}} y escabian, ridículas abstenerse q hace un par de meses atrás no salian ni a la esquina🤦🏻‍♀️🤦🏻‍♀️"
Argentina,USER_cddf372760,Esta lluvia me hace bien al alma🌧💜
Argentina,USER_cddf372760,{{PERSON}} me manda una foto de una birra con la playa de fondo y yo ak con 34grados transpirando mientras me rallo una zanahoria e intento abrir una lata de atún
Argentina,USER_cddf372760,"6 años de secundaria, no me llevé nunca nada🤓🤓 {{URL}}"
Argentina,USER_cddf372760,Me habló un re mega súper extra xxl tincho q si jugara al rugby les aseguro q sería el tincho supremo🙄🙃
Argentina,USER_cddf372760,{{PERSON}} 24/7 películas pelotudas de amor en donde la mina se está por casar con un tipo q no quiere y de la nada pasa algo re loco con otro se enamoran se da cuenta de q el otro es una garcha lo deja se casa y tienen {{NUMBER}} hijos {{NUMBER}} perros y {{NUMBER}} gatos y yo ak cagandome se calor
Argentina,USER_cddf372760,HACE 37 GRADOS Y NO VEO A NADIE QUEJÁNDOSE
Argentina,USER_cddf372760,"Acabo de tirar en una conversación re seria “caro pardiaco”, mucho tw milagros"
Argentina,USER_cddf372760,Toy buena? {{URL}}
Argentina,USER_cddf372760,"Hasta la q limpia me clava el visto, todo vuelve señora"
Argentina,USER_cddf372760,Al fin una buena 🙌🏼
Argentina,USER_cddf372760,Mi ig es todo mg a fotos de gatos y perros🤷🏻‍♀️
Argentina,USER_cddf372760,7 horas haciendo el puto libro diario y NO NOS DIO POR 10 CENTAVOS!!!¡¡¡
Argentina,USER_bec27694ca,Hoy veo por mi y no por vos
Argentina,USER_bec27694ca,Eso💘 {{URL}}
Argentina,USER_bec27694ca,No se que hacer 😪
Argentina,USER_bec27694ca,{{PERSON}} 😪 hoy me doy cuenta quienes dw verdad estan en las malas
Argentina,USER_bec27694ca,Un aplauso por esas personas que son oxígeno cuando la vida es asfixia 👏
Argentina,USER_bec27694ca,Esa persona que vio lo peor de ti y aun así se quedo merece el cielo ❤
Argentina,USER_bec27694ca,Siempre pasa {{URL}}
Argentina,USER_bec27694ca,O no? {{USER_MENTION}} {{URL}}
Argentina,USER_bec27694ca,Yo se que tengo ser fuerte y no me tengo que mostrar débil ante nadie
Argentina,USER_bec27694ca,Caer y levantarse de eso se trata 👌
Argentina,USER_bec27694ca,"No importa que tan fuerte seas, el día en que te enamores siempre serás débil"
Argentina,USER_bec27694ca,Cada vez más enamorada me tiene 😍 {{USER_MENTION}}
Argentina,USER_bec27694ca,{{LOCATION}}❤
Argentina,USER_bec27694ca,{{LOCATION}} pendeja {{USER_MENTION}} quiero mi pinché sombrerero 😂😂😂😘
Argentina,USER_bec27694ca,"""{{USER_MENTION}}: {{URL}} {{USER_MENTION}}"
Argentina,USER_bec27694ca,"Desentierra de una vez tu confianza, pon lo que te importa y lo que no en una balanza"
Argentina,USER_bec27694ca,{{LOCATION}} es la que se inventa tus complejos y se aprovechar de ellos
Argentina,USER_bec27694ca,"No dejen que te corten las alas no se lo permitas, nadie mas que tu conoce lo que necesita 🎶🎶🎶"
Argentina,USER_bec27694ca,Sigue buscando que quien busca encuentra 🎵
Argentina,USER_bec27694ca,Me enamora mas y mas cada instante. 😍
Argentina,USER_6f837e6536,"Como quisiera tenerte acá papi, para que disfrutes conmigo todo lo bueno que está pasando! Ojalá que estés orgulloso de mí por todo lo que he logrado a pesar de esta herida tan grande que llevo por dentro ❤️‍🩹🤞🏻"
Argentina,USER_6f837e6536,"Después de tantas malas, una buena tenía llegar! Y llegó!!!!! VOY A SER TIAAAAA!!! Pedazo de abuelo hubieses sido {{PERSON}}, pero sé que desde donde estASme mandaste este regalo y estás compartiendo esta emoción y felicidad conmigo ❣️❣️❣️💓💓💖💖"
Argentina,USER_6f837e6536,"Y no olvides que sos valiente y lo estás haciendo bien, porque nada es más aterrador que luchar con tu propia mente todos los días. ❤️"
Argentina,USER_6f837e6536,Daría lo que fuera por un {{PERSON}} más de asado con mi viejo😭
Argentina,USER_6f837e6536,"Ay pa, que difícil se me están haciendo los días sin vos, te busco en cada rinconcito de la casa! Mándame fuerzas por favor, tengo el corazón hecho pedazos 💔"
Argentina,USER_6f837e6536,"Que bronca que me cueste tanto hacer cosas que hacía siempre antes por la maldita ansiedad, el maldito pánico y los malditos nervios 😡"
Argentina,USER_6f837e6536,"Después de tanto esfuerzo,  llego mi tan esperada heladera 🥹🥹🥹🥹 una nueva herramienta de trabajo para mi empredimiento!!!!!! Me explota el corazón {{LOCATION}}"
Argentina,USER_6f837e6536,"No puedo estar más felizzzz, después de tanto esfuerzo me pude comprar la batidora profesional 😭😭❤️❤️ ahora siiii pídanme muchas tortitasssss 🥳"
Argentina,USER_6f837e6536,"Y hay gente que no te cree, se burla, te juzga por lo que estás pasando sin saber que es algo que no hacemos a propósito, la ansiedad aparece cuando menos lo esperas"
Argentina,USER_6f837e6536,"Estoy agotada pero más que feliz con mi emprendimiento, me exprimieron de desayunos 🤭🤭 agradecida totalmente de los que confían en mi trabajo!! Me llena el corazón 🥰🤍 Me capacito continuamente para seguir mejorando mis productos e incorporar más cositasss"
Argentina,USER_6f837e6536,"Cada sábado se cumple una semana más que no estás, y recuerdo ese día como si hubiese sido ayer, ese maldito día que me marcó para siempre, inexplicable la falta que nos haces tío 🥺"
Argentina,USER_6f837e6536,"A pasitos de tortuga voy, pero con mucho esfuerzo voy obteniendo cada cosita que siempre soñé tener ❤️"
Argentina,USER_6f837e6536,"Q ganas de comprarme mucha ropa y zapatillas, eso le hace bien a mi corazoncito 🥺"
